PurchaseID;PurchaseNumber;SupplierID;TransactionDate;PaymentTypeID;Deadline;Remarks;CreatedDate;CreatedBy;ModifiedDate;ModifiedBy
457;1341/JL/UTM/1217;4;2017-12-08;1;;;2018-08-21;Admin1;;
458;SN28717;4;2017-07-28;1;;;2018-08-21;Admin1;;
459;SN4317;4;2017-03-04;1;;;2018-08-21;Admin1;;
460;SN6117;4;2017-01-06;1;;;2018-08-21;Admin1;;
461;010256/B;4;2018-05-08;1;;;2018-08-21;Admin1;;
462;VK-1709381;4;2017-09-04;1;;;2018-08-21;Admin1;;
463;tj3617;18;2017-06-03;1;;;2018-08-21;Admin1;;
464;L34038;30;2014-11-24;1;;;2018-08-21;Admin1;;
465;L29248;30;2014-06-03;1;;;2018-08-21;Admin1;;
466;L29254;30;2014-06-03;1;;;2018-08-21;Admin1;;
467;L29255;30;2014-06-03;1;;;2018-08-21;Admin1;;
468;L29256;30;2014-06-03;1;;;2018-08-21;Admin1;;
469;L29257;30;2014-06-03;1;;;2018-08-21;Admin1;;
470;L29249;30;2014-06-03;1;;;2018-08-21;Admin1;;
471;L29250;30;2014-06-03;1;;;2018-08-21;Admin1;;
472;L29251;30;2014-06-03;1;;;2018-08-21;Admin1;;
473;L29252;30;2014-06-03;1;;;2018-08-21;Admin1;;
474;L29253;30;2014-06-03;1;;;2018-08-21;Admin1;;
475;L30927;30;2014-08-09;1;;;2018-08-21;Admin1;;
476;002159/14;6;2014-01-11;1;;;2018-08-21;Admin1;;
477;002164/14;6;2014-01-11;1;;;2018-08-21;Admin1;;
478;002167/14;6;2014-01-11;1;;;2018-08-21;Admin1;;
479;002169/14;6;2014-01-11;1;;;2018-08-21;Admin1;;
480;002169/15;6;2014-01-11;1;;;2018-08-21;Admin1;;
481;002169/16;6;2014-01-11;1;;;2018-08-21;Admin1;;
482;002169/17;6;2014-01-11;1;;;2018-08-21;Admin1;;
483;002169/18;6;2014-01-11;1;;;2018-08-21;Admin1;;
484;002169/19;6;2014-01-11;1;;;2018-08-21;Admin1;;
485;002169/20;6;2014-01-11;1;;;2018-08-21;Admin1;;
486;002169/21;6;2014-01-11;1;;;2018-08-21;Admin1;;
487;002169/22;6;2014-01-11;1;;;2018-08-21;Admin1;;
488;002169/23;6;2014-01-11;1;;;2018-08-21;Admin1;;
489;002169/24;6;2014-01-11;1;;;2018-08-21;Admin1;;
490;002169/25;6;2014-01-11;1;;;2018-08-21;Admin1;;
491;002172/14;6;2014-01-11;1;;;2018-08-21;Admin1;;
492;002172/15;6;2014-01-11;1;;;2018-08-21;Admin1;;
493;002172/16;6;2014-01-11;1;;;2018-08-21;Admin1;;
494;002172/17;6;2014-01-11;1;;;2018-08-21;Admin1;;
495;002172/18;6;2014-01-11;1;;;2018-08-21;Admin1;;
496;002172/19;6;2014-01-11;1;;;2018-08-21;Admin1;;
497;002172/20;6;2014-01-11;1;;;2018-08-21;Admin1;;
498;002172/21;6;2014-01-11;1;;;2018-08-21;Admin1;;
499;002172/22;6;2014-01-11;1;;;2018-08-21;Admin1;;
500;002172/23;6;2014-01-11;1;;;2018-08-21;Admin1;;
501;002172/24;6;2014-01-11;1;;;2018-08-21;Admin1;;
502;002172/25;6;2014-01-11;1;;;2018-08-21;Admin1;;
503;002174/14;6;2014-01-11;1;;;2018-08-21;Admin1;;
504;002174/15;6;2014-01-11;1;;;2018-08-21;Admin1;;
505;002174/16;6;2014-01-11;1;;;2018-08-21;Admin1;;
506;002174/17;6;2014-01-11;1;;;2018-08-21;Admin1;;
507;002174/18;6;2014-01-11;1;;;2018-08-21;Admin1;;
508;002174/19;6;2014-01-11;1;;;2018-08-21;Admin1;;
509;002174/20;6;2014-01-11;1;;;2018-08-21;Admin1;;
510;002174/21;6;2014-01-11;1;;;2018-08-21;Admin1;;
511;002174/22;6;2014-01-11;1;;;2018-08-21;Admin1;;
512;002174/23;6;2014-01-11;1;;;2018-08-21;Admin1;;
513;090926/13;6;2013-09-26;1;;;2018-08-21;Admin1;;
514;090930/13;6;2013-09-30;1;;;2018-08-21;Admin1;;
515;004724/14;6;2014-02-17;1;;;2018-08-21;Admin1;;
516;018139/14;6;2014-01-09;1;;;2018-08-21;Admin1;;
517;021597/14;6;2014-10-21;1;;;2018-08-21;Admin1;;
518;021598/14;6;2014-10-21;1;;;2018-08-21;Admin1;;
519;009047/14;6;2014-04-21;1;;;2018-08-21;Admin1;;
520;092937/13;6;2013-08-21;1;;;2018-08-21;Admin1;;
521;092938/13;6;2013-08-21;1;;;2018-08-21;Admin1;;
522;092940/13;6;2013-08-21;1;;;2018-08-21;Admin1;;
523;092941/13;6;2013-08-21;1;;;2018-08-21;Admin1;;
524;092942/13;6;2013-08-21;1;;;2018-08-21;Admin1;;
525;092943/13;6;2013-08-21;1;;;2018-08-21;Admin1;;
526;024022/14;6;2014-11-24;1;;;2018-08-21;Admin1;;
527;024023/14;6;2014-11-24;1;;;2018-08-21;Admin1;;
528;003284/14;6;2014-01-28;1;;;2018-08-21;Admin1;;
529;003285/14;6;2014-01-28;1;;;2018-08-21;Admin1;;
530;088782/13;6;2013-06-07;1;;;2018-08-21;Admin1;;
531;088792/13;6;2013-06-07;1;;;2018-08-21;Admin1;;
532;088794/13;6;2013-06-07;1;;;2018-08-21;Admin1;;
533;088796/13;6;2013-06-07;1;;;2018-08-21;Admin1;;
534;088783/13;6;2013-06-07;1;;;2018-08-21;Admin1;;
535;088798/13;6;2013-06-07;1;;;2018-08-21;Admin1;;
536;088800/13;6;2013-06-07;1;;;2018-08-21;Admin1;;
537;088802/13;6;2013-06-07;1;;;2018-08-21;Admin1;;
538;088803/13;6;2013-06-07;1;;;2018-08-21;Admin1;;
539;088813/13;6;2013-06-07;1;;;2018-08-21;Admin1;;
540;088815/13;6;2013-06-07;1;;;2018-08-21;Admin1;;
541;088816/13;6;2013-06-07;1;;;2018-08-21;Admin1;;
542;088818/13;6;2013-06-07;1;;;2018-08-21;Admin1;;
543;088804/13;6;2013-06-07;1;;;2018-08-21;Admin1;;
544;088806/13;6;2013-06-07;1;;;2018-08-21;Admin1;;
545;088784/13;6;2013-06-07;1;;;2018-08-21;Admin1;;
546;088809/13;6;2013-06-07;1;;;2018-08-21;Admin1;;
547;088810/13;6;2013-06-07;1;;;2018-08-21;Admin1;;
548;088812/13;6;2013-06-07;1;;;2018-08-21;Admin1;;
549;088820/13;6;2013-06-07;1;;;2018-08-21;Admin1;;
550;088822/13;6;2013-06-07;1;;;2018-08-21;Admin1;;
551;088823/13;6;2013-06-07;1;;;2018-08-21;Admin1;;
552;088785/13;6;2013-06-07;1;;;2018-08-21;Admin1;;
553;088786/13;6;2013-06-07;1;;;2018-08-21;Admin1;;
554;088788/13;6;2013-06-07;1;;;2018-08-21;Admin1;;
555;088790/13;6;2013-06-07;1;;;2018-08-21;Admin1;;
556;088791/13;6;2013-06-07;1;;;2018-08-21;Admin1;;
557;094358/13;6;2013-09-09;1;;;2018-08-21;Admin1;;
558;018699/14;6;2014-09-09;1;;;2018-08-21;Admin1;;
559;018702/14;6;2014-09-09;1;;;2018-08-21;Admin1;;
560;018700/14;6;2014-09-09;1;;;2018-08-21;Admin1;;
561;SP-1404232;12;2014-11-07;1;;;2018-08-21;Admin1;;
562;VK-1409725;12;2014-11-07;1;;;2018-08-21;Admin1;;
563;VK-1403617;12;2014-03-12;1;;;2018-08-21;Admin1;;
564;VK-1405367;12;2014-05-15;1;;;2018-08-21;Admin1;;
565;VK-1405454;12;2014-04-17;1;;;2018-08-21;Admin1;;
566;VK-1401138;12;2014-01-18;1;;;2018-08-21;Admin1;;
567;SP-1401040;12;2014-02-18;1;;;2018-08-21;Admin1;;
568;VK-1403897;12;2014-03-18;1;;;2018-08-21;Admin1;;
569;VK-1405569;12;2014-04-19;1;;;2018-08-21;Admin1;;
570;VK1415177;12;2014-11-20;1;;;2018-08-21;Admin1;;
571;VK1415178;12;2014-11-20;1;;;2018-08-21;Admin1;;
572;VK-1404121;12;2014-03-21;1;;;2018-08-21;Admin1;;
573;A533;12;2014-10-24;1;;;2018-08-21;Admin1;;
574;VK-1405882;12;2014-04-24;1;;;2018-08-21;Admin1;;
575;VK-1404780;12;2014-04-04;1;;;2018-08-21;Admin1;;
576;NOTA KETINGGALAN;20;2013-07-01;1;;;2018-08-21;Admin1;;
577;1640;20;2013-09-11;1;;;2018-08-21;Admin1;;
578;375;20;2013-12-12;1;;;2018-08-21;Admin1;;
579;1710;20;2013-09-12;1;;;2018-08-21;Admin1;;
580;1738;20;2013-09-14;1;;;2018-08-21;Admin1;;
581;475;20;2013-08-16;1;;;2018-08-21;Admin1;;
582;B0621;20;2014-08-16;1;;;2018-08-21;Admin1;;
583;1911;20;2013-09-17;1;;;2018-08-21;Admin1;;
584;28;20;2013-10-18;1;;;2018-08-21;Admin1;;
585;1672;20;2013-11-18;1;;;2018-08-21;Admin1;;
586;A787;20;2014-01-19;1;;;2018-08-21;Admin1;;
587;473;20;2013-12-02;1;;;2018-08-21;Admin1;;
588;1805;20;2013-07-21;1;;;2018-08-21;Admin1;;
589;198;20;2013-11-22;1;;;2018-08-21;Admin1;;
590;1811;20;2013-08-22;1;;;2018-08-21;Admin1;;
591;306;20;2013-10-23;1;;;2018-08-21;Admin1;;
592;C493;20;2014-01-24;1;;;2018-08-21;Admin1;;
593;1824;20;2013-08-24;1;;;2018-08-21;Admin1;;
594;1917;20;2013-07-25;1;;;2018-08-21;Admin1;;
595;1563;20;2013-07-26;1;;;2018-08-21;Admin1;;
596;C0246;20;2014-10-27;1;;;2018-08-21;Admin1;;
597;858;20;2013-06-27;1;;;2018-08-21;Admin1;;
598;326;20;2013-10-29;1;;;2018-08-21;Admin1;;
599;1847;20;2013-08-31;1;;;2018-08-21;Admin1;;
600;61;20;2013-10-04;1;;;2018-08-21;Admin1;;
601;202;20;2013-11-04;1;;;2018-08-21;Admin1;;
602;2013100119;1;2013-10-04;1;;;2018-08-21;Admin1;;
603;2013100140;1;2013-10-05;1;;;2018-08-21;Admin1;;
604;2013060075;1;2013-06-05;1;;;2018-08-21;Admin1;;
605;2013060088;1;2013-06-05;1;;;2018-08-21;Admin1;;
606;2013100210;1;2013-10-08;1;;;2018-08-21;Admin1;;
607;2013100023;1;2013-07-01;1;;;2018-08-21;Admin1;;
608;2013110382;1;2013-11-15;1;;;2018-08-21;Admin1;;
609;2013120486;1;2013-12-16;1;;;2018-08-21;Admin1;;
610;2013070548;1;2013-07-16;1;;;2018-08-21;Admin1;;
611;2013090414;1;2013-09-18;1;;;2018-08-21;Admin1;;
612;2013100486;1;2013-10-19;1;;;2018-08-21;Admin1;;
613;2013090085;1;2013-09-05;1;;;2018-08-21;Admin1;;
614;2013070184;1;2013-07-06;1;;;2018-08-21;Admin1;;
615;836;7;2013-10-14;1;;;2018-08-21;Admin1;;
616;681;7;2013-08-15;1;;;2018-08-21;Admin1;;
617;603;7;2014-07-18;1;;;2018-08-21;Admin1;;
618;1782;7;2013-11-22;1;;;2018-08-21;Admin1;;
619;894;7;2013-07-23;1;;;2018-08-21;Admin1;;
620;1303;7;2013-10-26;1;;;2018-08-21;Admin1;;
621;665;7;2013-12-27;1;;;2018-08-21;Admin1;;
622;402;7;2013-09-27;1;;;2018-08-21;Admin1;;
623;2842;7;2014-05-30;1;;;2018-08-21;Admin1;;
624;705;7;2013-07-30;1;;;2018-08-21;Admin1;;
625;628;7;2013-07-30;1;;;2018-08-21;Admin1;;
626;I/SL-002777;7;2014-03-04;1;;;2018-08-21;Admin1;;
627;I/SL-002811;7;2014-03-04;1;;;2018-08-21;Admin1;;
628;105;7;2013-09-05;1;;;2018-08-21;Admin1;;
629;3409;7;2014-08-12;1;;;2018-08-21;Admin1;;
630;1;23;2013-05-17;1;;;2018-08-21;Admin1;;
631;1556;36;2013-04-10;1;;;2018-08-21;Admin1;;
632;1474;36;2013-03-17;1;;;2018-08-21;Admin1;;
633;1480;36;2013-03-17;1;;;2018-08-21;Admin1;;
634;1481;36;2013-03-17;1;;;2018-08-21;Admin1;;
635;1492;36;2013-03-17;1;;;2018-08-21;Admin1;;
636;1489;36;2013-03-17;1;;;2018-08-21;Admin1;;
637;1490;36;2013-03-17;1;;;2018-08-21;Admin1;;
638;1487;36;2013-03-17;1;;;2018-08-21;Admin1;;
639;1475;36;2013-03-17;1;;;2018-08-21;Admin1;;
640;1488;36;2013-03-17;1;;;2018-08-21;Admin1;;
641;001456;36;2013-03-17;1;;;2018-08-21;Admin1;;
642;001457;36;2013-03-17;1;;;2018-08-21;Admin1;;
643;001478;36;2013-03-17;1;;;2018-08-21;Admin1;;
644;001479;36;2013-03-17;1;;;2018-08-21;Admin1;;
645;001482;36;2013-03-17;1;;;2018-08-21;Admin1;;
646;001483;36;2013-03-17;1;;;2018-08-21;Admin1;;
647;001486;36;2013-03-17;1;;;2018-08-21;Admin1;;
648;001491;36;2013-03-17;1;;;2018-08-21;Admin1;;
649;001493;36;2013-03-17;1;;;2018-08-21;Admin1;;
650;001494;36;2013-03-17;1;;;2018-08-21;Admin1;;
651;001495;36;2013-03-17;1;;;2018-08-21;Admin1;;
652;001496;36;2013-03-17;1;;;2018-08-21;Admin1;;
653;1484;36;2013-03-17;1;;;2018-08-21;Admin1;;
654;001451;36;2013-03-17;1;;;2018-08-21;Admin1;;
655;001452;36;2013-03-17;1;;;2018-08-21;Admin1;;
656;001453;36;2013-03-17;1;;;2018-08-21;Admin1;;
657;001454;36;2013-03-17;1;;;2018-08-21;Admin1;;
658;001455;36;2013-03-17;1;;;2018-08-21;Admin1;;
659;1458;36;2013-03-17;1;;;2018-08-21;Admin1;;
660;1459;36;2013-03-17;1;;;2018-08-21;Admin1;;
661;001460;36;2013-03-17;1;;;2018-08-21;Admin1;;
662;001461;36;2013-03-17;1;;;2018-08-21;Admin1;;
663;001462;36;2013-03-17;1;;;2018-08-21;Admin1;;
664;1476;36;2013-03-17;1;;;2018-08-21;Admin1;;
665;001463;36;2013-03-17;1;;;2018-08-21;Admin1;;
666;001464;36;2013-03-17;1;;;2018-08-21;Admin1;;
667;001465;36;2013-03-17;1;;;2018-08-21;Admin1;;
668;1466;36;2013-03-17;1;;;2018-08-21;Admin1;;
669;1467;36;2013-03-17;1;;;2018-08-21;Admin1;;
670;1468;36;2013-03-17;1;;;2018-08-21;Admin1;;
671;1469;36;2013-03-17;1;;;2018-08-21;Admin1;;
672;1470;36;2013-03-17;1;;;2018-08-21;Admin1;;
673;1471;36;2013-03-17;1;;;2018-08-21;Admin1;;
674;1472;36;2013-03-17;1;;;2018-08-21;Admin1;;
675;1473;36;2013-03-17;1;;;2018-08-21;Admin1;;
676;1477;36;2013-03-17;1;;;2018-08-21;Admin1;;
677;1485;36;2013-03-17;1;;;2018-08-21;Admin1;;
678;NOTA KETLINGSUT;36;2013-04-08;1;;;2018-08-21;Admin1;;
679;089770/13;37;2013-06-13;1;;;2018-08-21;Admin1;;
680;089851/13;37;2013-06-13;1;;;2018-08-21;Admin1;;
681;089852/13;37;2013-06-13;1;;;2018-08-21;Admin1;;
682;089850/13;37;2013-06-13;1;;;2018-08-21;Admin1;;
683;089853/13;37;2013-06-13;1;;;2018-08-21;Admin1;;
684;089854/13;37;2013-06-13;1;;;2018-08-21;Admin1;;
685;099562/14;37;2014-03-26;1;;;2018-08-21;Admin1;;
686;F42388/14;37;2014-03-26;1;;;2018-08-21;Admin1;;
687;089482/13;37;2013-06-04;1;;;2018-08-21;Admin1;;
688;089485/13;37;2013-06-04;1;;;2018-08-21;Admin1;;
689;089486/13;37;2013-06-04;1;;;2018-08-21;Admin1;;
690;089487/13;37;2013-06-04;1;;;2018-08-21;Admin1;;
691;089547/13;37;2013-06-04;1;;;2018-08-21;Admin1;;
692;089488/13;37;2013-06-04;1;;;2018-08-21;Admin1;;
693;089489/13;37;2013-06-04;1;;;2018-08-21;Admin1;;
694;38938;37;2013-06-04;1;;;2018-08-21;Admin1;;
695;089640/13;37;2013-06-07;1;;;2018-08-21;Admin1;;
696;089114/13;6;2013-06-13;1;;;2018-08-21;Admin1;;
697;089115/13;6;2013-06-13;1;;;2018-08-21;Admin1;;
698;089116/13;6;2013-06-13;1;;;2018-08-21;Admin1;;
699;089117/13;6;2013-06-13;1;;;2018-08-21;Admin1;;
700;089118/13;6;2013-06-13;1;;;2018-08-21;Admin1;;
701;089119/13;6;2013-06-13;1;;;2018-08-21;Admin1;;
702;089121/13;6;2013-06-13;1;;;2018-08-21;Admin1;;
703;089122/13;6;2013-06-13;1;;;2018-08-21;Admin1;;
704;088796/13;6;2013-06-07;1;;;2018-08-21;Admin1;;
705;088804/13;6;2013-06-07;1;;;2018-08-21;Admin1;;
706;018700/14;6;2014-09-09;1;;;2018-08-21;Admin1;;
707;SP-1403656;12;2014-12-06;1;;;2018-08-21;Admin1;;
708;sp-1403664;12;2014-06-13;1;;;2018-08-21;Admin1;;
709;VK-1406900;12;2014-05-14;1;;;2018-08-21;Admin1;;
710;SP-1403002;12;2014-05-14;1;;;2018-08-21;Admin1;;
711;vk-1405377;12;2014-04-18;1;;;2018-08-21;Admin1;;
712;SP-1403204;12;2014-05-22;1;;;2018-08-21;Admin1;;
713;VK-1407404;12;2014-05-22;1;;;2018-08-21;Admin1;;
714;VK-1410166;12;2014-08-08;1;;;2018-08-21;Admin1;;
715;SP-1404232;12;2014-11-07;1;;;2018-08-21;Admin1;;
716;VK-1409725;12;2014-11-07;1;;;2018-08-21;Admin1;;
717;VK-1415178;12;2014-11-20;1;;;2018-08-21;Admin1;;
718;VK-1415177;12;2014-11-20;1;;;2018-08-21;Admin1;;
719;VK-1413887;12;2014-10-24;1;;;2018-08-21;Admin1;;
720;SP-1405903;12;2014-10-24;1;;;2018-08-21;Admin1;;
721;CA-1400057;12;2014-10-24;1;;;2018-08-21;Admin1;;
722;VK-1413934;12;2014-10-27;1;;;2018-08-21;Admin1;;
723;SP-1404922;12;2014-05-09;1;;;2018-08-21;Admin1;;
724;VK-1411531;12;2014-05-09;1;;;2018-08-21;Admin1;;
725;SP-1404407;12;2014-07-08;1;;;2018-08-21;Admin1;;
726;480;20;2014-01-10;1;;;2018-08-21;Admin1;;
727;NOTA KETINGGALAN;20;2013-07-01;1;;;2018-08-21;Admin1;;
728;1640;20;2013-09-11;1;;;2018-08-21;Admin1;;
729;375;20;2013-12-12;1;;;2018-08-21;Admin1;;
730;A271;20;2013-12-18;1;;;2018-08-21;Admin1;;
731;413;20;2013-12-06;1;;;2018-08-21;Admin1;;
732;C02415;20;2014-12-07;1;;;2018-08-21;Admin1;;
733;B875;20;2014-07-12;1;;;2018-08-21;Admin1;;
734;1710;20;2013-09-12;1;;;2018-08-21;Admin1;;
735;1162;20;2014-03-14;1;;;2018-08-21;Admin1;;
736;A1223;20;2014-07-08;1;;;2018-08-21;Admin1;;
737;1631;20;2014-04-14;1;;;2018-08-21;Admin1;;
738;B0664;20;2014-08-14;1;;;2018-08-21;Admin1;;
739;1738;20;2013-09-14;1;;;2018-08-21;Admin1;;
740;963;20;2014-02-16;1;;;2018-08-21;Admin1;;
741;475;20;2013-08-16;1;;;2018-08-21;Admin1;;
742;B0621;20;2014-08-16;1;;;2018-08-21;Admin1;;
743;1187;20;2014-03-21;1;;;2018-08-21;Admin1;;
744;1187;20;2014-03-17;1;;;2018-08-21;Admin1;;
745;C3496;20;2014-04-17;1;;;2018-08-21;Admin1;;
746;A1495;20;2014-06-17;1;;;2018-08-21;Admin1;;
747;1911;20;2013-09-17;1;;;2018-08-21;Admin1;;
748;28;20;2013-10-18;1;;;2018-08-21;Admin1;;
749;179;20;2013-11-18;1;;;2018-08-21;Admin1;;
750;1672;20;2013-11-18;1;;;2018-08-21;Admin1;;
751;C0273;20;2014-11-18;1;;;2018-08-21;Admin1;;
752;1643;20;2014-04-18;1;;;2018-08-21;Admin1;;
753;B322;20;2014-09-18;1;;;2018-08-21;Admin1;;
754;A787;20;2014-01-19;1;;;2018-08-21;Admin1;;
755;B634;20;2014-08-19;1;;;2018-08-21;Admin1;;
756;c0225;20;2014-10-20;1;;;2018-08-21;Admin1;;
757;279;20;2013-12-20;1;;;2018-08-21;Admin1;;
758;1919;20;2013-09-20;1;;;2018-08-21;Admin1;;
759;t21113;20;2013-12-02;1;;;2018-08-21;Admin1;;
760;385;20;2014-01-02;1;;;2018-08-21;Admin1;;
761;1625;20;2014-02-21;1;;;2018-08-21;Admin1;;
762;1277;20;2014-02-21;1;;;2018-08-21;Admin1;;
763;1979;20;2014-03-21;1;;;2018-08-21;Admin1;;
764;21054;20;2014-04-21;1;;;2018-08-21;Admin1;;
765;A1739;20;2014-05-21;1;;;2018-08-21;Admin1;;
766;1805;20;2013-07-21;1;;;2018-08-21;Admin1;;
767;B429;20;2014-07-21;1;;;2018-08-21;Admin1;;
768;198;20;2013-11-22;1;;;2018-08-21;Admin1;;
769;959;20;2013-08-22;1;;;2018-08-21;Admin1;;
770;1811;20;2013-08-22;1;;;2018-08-21;Admin1;;
771;306;20;2013-10-23;1;;;2018-08-21;Admin1;;
772;A831;20;2014-01-24;1;;;2018-08-21;Admin1;;
773;C493;20;2014-01-24;1;;;2018-08-21;Admin1;;
774;D3173;20;2014-07-24;1;;;2018-08-21;Admin1;;
775;DO742;20;2014-11-20;1;;;2018-08-21;Admin1;;
776;1824;20;2013-08-24;1;;;2018-08-21;Admin1;;
777;120;20;2013-11-25;1;;;2018-08-21;Admin1;;
778;1917;20;2013-07-25;1;;;2018-08-21;Admin1;;
779;B990;20;2014-06-26;1;;;2018-08-21;Admin1;;
780;1563;20;2013-07-26;1;;;2018-08-21;Admin1;;
781;C0246;20;2014-10-27;1;;;2018-08-21;Admin1;;
782;134;20;2013-11-27;1;;;2018-08-21;Admin1;;
783;3631;20;2013-12-27;1;;;2018-08-21;Admin1;;
784;342;20;2013-12-27;1;;;2018-08-21;Admin1;;
785;2128;20;2013-05-27;1;;;2018-08-21;Admin1;;
786;858;20;2013-06-27;1;;;2018-08-21;Admin1;;
787;1812;20;2013-10-28;1;;;2018-08-21;Admin1;;
788;1061;20;2014-02-28;1;;;2018-08-21;Admin1;;
789;A593;20;2014-04-28;1;;;2018-08-21;Admin1;;
790;B689;20;2014-08-28;1;;;2018-08-21;Admin1;;
791;A1827;20;2014-05-29;1;;;2018-08-21;Admin1;;
792;326;20;2013-10-29;1;;;2018-08-21;Admin1;;
793;350;20;2013-01-29;1;;;2018-08-21;Admin1;;
794;3117;20;2014-04-29;1;;;2018-08-21;Admin1;;
795;1041;20;2014-03-30;1;;;2018-08-21;Admin1;;
796;266;20;2013-09-30;1;;;2018-08-21;Admin1;;
797;1847;20;2013-08-31;1;;;2018-08-21;Admin1;;
798;B535;20;2014-03-07;1;;;2018-08-21;Admin1;;
799;B160;20;2014-03-09;1;;;2018-08-21;Admin1;;
800;B161;20;2014-03-09;1;;;2018-08-21;Admin1;;
801;61;20;2013-10-04;1;;;2018-08-21;Admin1;;
802;202;20;2013-11-04;1;;;2018-08-21;Admin1;;
803;90;20;2014-01-04;1;;;2018-08-21;Admin1;;
804;1029;20;2013-07-04;1;;;2018-08-21;Admin1;;
805;1411;20;2014-06-04;1;;;2018-08-21;Admin1;;
806;2259;20;2013-05-11;1;;;2018-08-21;Admin1;;
807;507;20;2014-07-05;1;;;2018-08-21;Admin1;;
808;C812;20;2014-02-05;1;;;2018-08-21;Admin1;;
809;A862;20;2014-02-05;1;;;2018-08-21;Admin1;;
810;1562;20;2014-04-05;1;;;2018-08-21;Admin1;;
811;A1545;20;2014-06-10;1;;;2018-08-21;Admin1;;
812;217;20;2013-11-06;1;;;2018-08-21;Admin1;;
813;1864;20;2013-06-05;1;;;2018-08-21;Admin1;;
814;B785;20;2014-07-08;1;;;2018-08-21;Admin1;;
815;B786;20;2014-07-08;1;;;2018-08-21;Admin1;;
816;B787;20;2014-08-07;1;;;2018-08-21;Admin1;;
817;B000041;20;2014-08-10;1;;;2018-08-21;Admin1;;
818;473;20;2014-01-08;1;;;2018-08-21;Admin1;;
819;C0076;20;2014-08-12;1;;;2018-08-21;Admin1;;
820;C0077;20;2014-08-12;1;;;2018-08-21;Admin1;;
821;667;20;2014-08-03;1;;;2018-08-21;Admin1;;
822;B917;20;2014-07-08;1;;;2018-08-21;Admin1;;
823;VR15100326;23;2014-06-09;1;;;2018-08-21;Admin1;;
824;1497;36;2013-04-18;1;;;2018-08-21;Admin1;;
825;1498;36;2013-04-18;1;;;2018-08-21;Admin1;;
826;4001806950;9;2015-01-21;1;;;2018-08-21;Admin1;;
827;4001806972;9;2015-01-21;1;;;2018-08-21;Admin1;;
828;4001885218;9;2015-01-21;1;;;2018-08-21;Admin1;;
829;4001936763;9;2015-07-05;1;;;2018-08-21;Admin1;;
830;40016806967;9;2015-01-21;1;;;2018-08-21;Admin1;;
831;4002026229;9;2015-07-23;1;;;2018-08-21;Admin1;;
832;4002022720;9;2015-07-13;1;;;2018-08-21;Admin1;;
833;3443;7;2014-08-14;1;;;2018-08-21;Admin1;;
834;4651;7;2014-08-21;1;;;2018-08-21;Admin1;;
835;3409;7;2014-08-12;1;;;2018-08-21;Admin1;;
836;ajv290814;7;2014-08-29;1;;;2018-08-21;Admin1;;
837;1469;36;2013-03-17;1;;;2018-08-21;Admin1;;
838;1557;36;2013-06-25;1;;;2018-08-21;Admin1;;
839;FJ1601-000171-F;5;2016-01-05;1;;;2018-08-21;Admin1;;
840;jt180816;5;2016-08-18;1;;;2018-08-21;Admin1;;
841;FJ1608-001699-D;5;2016-08-18;1;;;2018-08-21;Admin1;;
842;FJ1801-000001-F;5;2018-01-02;1;;;2018-08-21;Admin1;;
843;F0121656;5;2014-06-04;1;;;2018-08-21;Admin1;;
844;089483/13;37;2013-06-04;1;;;2018-08-21;Admin1;;
845;089718/13;37;2013-06-07;1;;;2018-08-21;Admin1;;
846;089719/13;37;2013-06-07;1;;;2018-08-21;Admin1;;
847;089484/13;37;2013-06-04;1;;;2018-08-21;Admin1;;
848;089482/13;37;2013-06-04;1;;;2018-08-21;Admin1;;
849;089640/13;37;2013-06-07;1;;;2018-08-21;Admin1;;
850;089720/13;37;2013-06-07;1;;;2018-08-21;Admin1;;
851;089485/13;37;2013-06-04;1;;;2018-08-21;Admin1;;
852;089721/13;37;2013-06-07;1;;;2018-08-21;Admin1;;
853;089770/13;37;2013-06-07;1;;;2018-08-21;Admin1;;
854;64501;6;2016-06-30;1;;;2018-08-21;Admin1;;
855;64502;6;2016-06-30;1;;;2018-08-21;Admin1;;
856;064501/16;6;2016-06-30;1;;;2018-08-21;Admin1;;
857;039078/15;6;2015-07-04;1;;;2018-08-21;Admin1;;
858;SP-1404232;12;2014-11-07;1;;;2018-08-21;Admin1;;
859;SP-1403656;12;2014-12-06;1;;;2018-08-21;Admin1;;
860;VK-1408440;12;2014-06-13;1;;;2018-08-21;Admin1;;
861;sp-1403664;12;2014-06-13;1;;;2018-08-21;Admin1;;
862;VK-1405553;12;2014-04-17;1;;;2018-08-21;Admin1;;
863;SP-1402417;12;2014-04-17;1;;;2018-08-21;Admin1;;
864;VK-1405454;12;2014-04-17;1;;;2018-08-21;Admin1;;
865;SP-1400301;12;2014-01-18;1;;;2018-08-21;Admin1;;
866;SP-1400801;12;2014-01-18;1;;;2018-08-21;Admin1;;
867;VK-1401138;12;2014-01-18;1;;;2018-08-21;Admin1;;
868;VK-1402338;12;2014-02-18;1;;;2018-08-21;Admin1;;
869;SP-1401040;12;2014-02-18;1;;;2018-08-21;Admin1;;
870;VK-1407404;12;2014-05-22;1;;;2018-08-21;Admin1;;
871;SP-1403204;12;2014-05-22;1;;;2018-08-21;Admin1;;
872;VK1505753;12;2015-05-26;1;;;2018-08-21;Admin1;;
873;VK-170494;12;2017-04-29;1;;;2018-08-21;Admin1;;
